Filename,Subject,Gender,Item,Semantics,Picture,TargetMax,TargetMin,TargetPitch,TargetDifference,Duration,TargetIntensity,Syllables,Frequency,Semantics2,Freq-logwf,Freq-logcd,Freq-subtlcd,Freq-subtlwf,Filler
S14T3Whopping_P__M_,14,F,hopping,P,M,224.5256806,105.2073183,193.1814015,119.3183623,0.617656169,39.66834967,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S15T3Whopping_P__T_,15,F,hopping,P,T,238.4094377,188.7344423,215.2229657,49.67499538,0.58738728,54.41383593,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S16T3Whopping_P__S_,16,F,hopping,P,S,201.9385336,166.1235077,181.9404973,35.81502589,0.549567211,53.91803586,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S17T3Whopping_P__M_,17,M,hopping,P,M,131.8481355,103.7724349,121.1532599,28.07570059,0.754895528,60.04523107,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S18T3Whopping_P__T_,18,F,hopping,P,T,253.8043382,188.3381286,214.3510328,65.46620966,0.511803789,58.90726129,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S19T3Whopping_P__S_,19,F,hopping,P,S,271.2623102,177.2996239,236.1699984,93.96268635,0.73429466,56.08445465,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S2T3Whopping_P__M_,2,F,hopping,P,M,237.6680386,103.3445119,188.4066688,134.3235267,0.442112048,41.325526,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S20T3Whopping_P__M_,20,M,hopping,P,M,109.7122154,88.13747555,98.90631692,21.57473986,0.565787792,55.74000696,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S21T3Whopping_P__T_,21,F,hopping,P,T,263.619553,107.9120286,222.9769719,155.7075244,0.590317419,57.72719487,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S22T3Whopping_P__S_,22,F,hopping,P,S,199.4555302,176.3023993,185.830153,23.1531309,0.492795967,56.85530733,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S23T3Whopping_P__M_,23,F,hopping,P,M,269.5409561,234.9564991,251.2957095,34.58445704,0.514175038,60.08320356,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S24T3Whopping_P__T_,24,F,hopping,P,T,223.3117785,167.9009264,184.4238232,55.41085207,0.886945656,50.99822102,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S25T3Whopping_P__S_,25,F,hopping,P,S,263.247816,232.946645,242.883572,30.30117108,0.651337468,52.25346359,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S26T3Whopping_P__M_,26,F,hopping,P,M,284.9030662,215.7107838,245.1621319,69.19228238,0.632409228,47.0873218,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S27T3Whopping_P__T_,27,M,hopping,P,T,124.8825457,100.9453516,112.9670542,23.93719414,0.662149278,54.68902375,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S28T3Whopping_P__S_,28,F,hopping,P,S,284.8061999,237.9679546,254.7711493,46.83824528,0.67361153,52.77049411,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S29T3Whopping_P__M_,29,F,hopping,P,M,264.2886994,169.6926933,200.6023891,94.59600609,0.679610278,56.49943487,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S3T3Whopping_P__T_,3,F,hopping,P,T,225.2497554,194.7466456,212.3196275,30.50310978,0.646442991,36.48090199,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S30T3Whopping_P__T_,30,F,hopping,P,T,274.1635959,236.5860438,246.8201613,37.5775521,0.577399064,59.354692,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S31T3Whopping_P__S_,31,M,hopping,P,S,196.7908036,79.79478931,132.2708242,116.9960143,0.493680435,54.0688445,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S32T3Whopping_P__M_,32,F,hopping,P,M,260.0363589,217.4879417,229.9697737,42.54841717,0.579359368,53.37250366,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S33T3Whopping_P__T_,33,F,hopping,P,T,215.88361,175.7928457,189.8604517,40.09076433,0.654192196,48.93308621,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S34T3Whopping_P__S_,34,F,hopping,P,S,286.9851441,223.8029264,245.1516769,63.18221766,0.563299949,51.30606681,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S35T3Whopping_P__M_,35,F,hopping,P,M,278.0558449,100.5368987,199.7763719,177.5189462,0.692727376,50.90937193,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S37T3Whopping_P__S_,37,M,hopping,P,S,121.4002969,97.40691376,109.6698474,23.99338311,0.52641766,42.88597127,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S38T3Whopping_P__M_,38,M,hopping,P,M,105.4216261,104.0288754,104.5044638,1.39275072,0.607252014,44.97418775,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S39T3Whopping_P__T_,39,M,hopping,P,T,93.90442326,91.17529223,92.52524138,2.729131024,0.544587375,49.00607301,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S40T3Whopping_P__S_,40,M,hopping,P,S,109.9885715,93.52323736,101.0632173,16.4653341,0.501026456,44.85404449,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S41T3Whopping_P__M_,41,M,hopping,P,M,138.4656444,116.6601503,125.0806008,21.8054941,0.560835659,47.20726813,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S42T3Whopping_P__T_,42,M,hopping,P,T,148.147985,60.00898767,112.9023083,88.13899736,0.771041916,51.03804889,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S43T3Whopping_P__S_,43,F,hopping,P,S,247.7153334,192.965436,207.2978154,54.74989741,0.715488734,43.27264907,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S44T3Whopping_P__M_,44,F,hopping,P,M,297.6420305,230.2605227,254.4547089,67.38150787,0.68137595,44.35207089,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S45T3Whopping_P__T_,45,M,hopping,P,T,124.9059811,101.3618071,109.1646624,23.54417402,0.569028065,47.32185981,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S5T3Whopping_P__M_,5,F,hopping,P,M,258.3158292,100.4979449,131.5299821,157.8178843,0.585494802,46.66640424,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S6T3Whopping_P__T_,6,F,hopping,P,T,246.0246974,166.078735,186.3336234,79.94596247,0.527602708,46.96670353,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S7T3Whopping_P__S_,7,M,hopping,P,S,154.2197689,129.3929763,143.5484437,24.82679256,0.533251103,45.12356172,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S8T3Whopping_P__M_,8,F,hopping,P,M,257.5369908,188.8736971,211.2244158,68.66329374,0.616465067,54.07439514,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S9T3Whopping_P__T_,9,F,hopping,P,T,238.9340263,218.9753605,228.5359606,19.95866583,0.465388868,48.32691968,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S46T3Whopping_P__S_,46,M,hopping,P,S,108.7768738,88.73561763,99.4162863,20.04125613,0.5866395,48.59711807,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S47T3Whopping_P__M_,47,M,hopping,P,M,139.8697263,114.1946659,122.9881838,25.67506032,0.643132504,55.93601051,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S48T3Whopping_P__T_,48,M,hopping,P,T,140.034979,67.43807453,111.8320495,72.5969045,0.477190575,50.10220166,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S49T3Whopping_P__S_,49,M,hopping,P,S,112.1523687,87.70800062,102.1109712,24.44436811,0.752709233,45.48746909,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S56T3Whopping_P__M_,56,M,hopping,P,M,99.3561717,96.05787751,98.24147367,3.298294192,0.483810205,54.32164971,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S57T3Whopping_P__T_,57,M,hopping,P,T,131.3154311,102.1728378,117.3432843,29.14259328,0.462686896,65.40036747,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S58T3Whopping_P__S_,58,M,hopping,P,S,145.6526119,127.3893846,136.4736023,18.26322732,0.431411617,48.78845898,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S59T3Whopping_P__M_,59,M,hopping,P,M,119.7426293,109.615246,113.8991492,10.12738331,0.496881999,56.18807879,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S60T3Whopping_P__T_,60,M,hopping,P,T,149.5957533,101.0546623,113.0047585,48.54109091,0.561594463,55.19024478,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S61T3Whopping_P__S_,61,M,hopping,P,S,144.9145071,88.93585902,112.4776377,55.97864808,0.571004225,56.02475005,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S63T3Whopping_P__T_,63,M,hopping,P,T,107.4864695,98.14814677,104.3857512,9.33832271,0.539244313,60.18794288,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S50T3Whopping_P__M_,50,F,hopping,P,M,264.0654161,217.4706182,237.8980996,46.5947979,0.814649976,45.56679091,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S51T3Whopping_P__T_,51,F,hopping,P,T,242.5679649,207.4249525,216.0838043,35.14301245,0.579638004,47.68578446,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S53T3Whopping_P__M_,53,F,hopping,P,M,225.4631455,172.2361498,182.8913769,53.22699568,0.631551049,46.96663592,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S55T3Whopping_P__S_,55,F,hopping,P,S,235.8095822,189.0763945,210.2330432,46.7331877,0.611218117,55.97221747,2,0.301,Foot,2.0864,2.0374,1.29,2.37,C
S10T1Wjogging_P__S_,10,M,jogging,P,S,126.0204018,109.4189393,116.1871224,16.60146254,0.545063179,44.94867885,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S11T1Wjogging_P__M_,11,M,jogging,P,M,131.138678,98.96699629,109.6545627,32.17168167,0.496278542,44.50917886,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S12T1Wjogging_P__T_,12,F,jogging,P,T,287.2796593,232.0523791,273.947961,55.22728023,0.551537677,47.99175114,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S13T1Wjogging_P__S_,13,F,jogging,P,S,251.6392865,181.7012032,206.0281742,69.93808331,0.556429993,49.88468512,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S14T1Wjogging_P__M_,14,F,jogging,P,M,261.1731803,211.3056924,221.9843114,49.86748793,0.556489251,49.36505394,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S15T1Wjogging_P__T_,15,F,jogging,P,T,220.2013196,178.5844888,191.8237583,41.61683087,0.509295382,61.85378089,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S16T1Wjogging_P__S_,16,F,jogging,P,S,178.0557927,160.9907247,171.0545048,17.06506805,0.548420424,64.67050231,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S17T1Wjogging_P__M_,17,M,jogging,P,M,126.064119,103.7690707,112.7397462,22.29504828,0.585921393,65.09772878,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S18T1Wjogging_P__T_,18,F,jogging,P,T,261.0546163,171.7013572,216.4482854,89.35325916,0.485058644,61.90158946,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S19T1Wjogging_P__S_,19,F,jogging,P,S,273.8342452,186.9002065,229.7271671,86.93403873,0.892014311,58.36426378,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S2T1Wjogging_P__M_,2,F,jogging,P,M,222.3737756,201.1916121,208.7341356,21.1821635,0.567418558,48.47586147,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S20T1Wjogging_P__M_,20,M,jogging,P,M,110.3732297,85.60061571,92.80323078,24.77261403,0.491002129,60.92622363,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S21T1Wjogging_P__T_,21,F,jogging,P,T,283.8342856,216.8133016,234.5220628,67.02098392,0.702965899,62.37743908,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S22T1Wjogging_P__S_,22,F,jogging,P,S,212.0429552,171.8740905,185.199464,40.16886462,0.597054237,60.94473346,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S23T1Wjogging_P__M_,23,F,jogging,P,M,295.2988379,211.9156285,230.2739483,83.38320942,0.515121526,64.7890246,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S24T1Wjogging_P__T_,24,F,jogging,P,T,184.585555,162.2002572,174.5913471,22.38529785,0.820775673,55.48948946,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S25T1Wjogging_P__S_,25,F,jogging,P,S,238.9162953,212.2752451,223.1504652,26.64105021,0.662679602,58.21031731,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S26T1Wjogging_P__M_,26,F,jogging,P,M,282.8648241,105.9069123,227.856301,176.9579118,0.737601868,47.37182425,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S27T1Wjogging_P__T_,27,M,jogging,P,T,123.8847982,98.40288373,111.8749939,25.48191447,0.685689501,59.97702609,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S28T1Wjogging_P__S_,28,F,jogging,P,S,277.515214,102.5486648,210.1844951,174.9665493,0.673733743,56.42441279,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S29T1Wjogging_P__M_,29,F,jogging,P,M,256.6235593,182.7340323,199.5277038,73.88952699,0.557967507,59.76571737,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S3T1Wjogging_P__T_,3,F,jogging,P,T,247.7477614,215.2667868,228.6201285,32.4809746,0.671894689,40.72703265,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S30T1Wjogging_P__T_,30,F,jogging,P,T,237.8585192,97.80862361,200.6296251,140.0498956,0.590075221,60.25132548,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S31T1Wjogging_P__S_,31,M,jogging,P,S,205.2187911,150.0489541,173.8519029,55.16983704,0.491328199,63.17014594,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S32T1Wjogging_P__M_,32,F,jogging,P,M,257.2794541,199.8582288,217.2162844,57.42122533,0.57391778,58.56545464,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S33T1Wjogging_P__T_,33,F,jogging,P,T,212.1135657,166.573231,181.9571324,45.54033473,0.640792862,55.68187962,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S34T1Wjogging_P__S_,34,F,jogging,P,S,276.4465736,101.0445159,211.3499391,175.4020578,0.519148984,56.77413379,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S35T1Wjogging_P__M_,35,F,jogging,P,M,271.26283,190.6846187,218.3238671,80.57821133,0.663595839,57.21293158,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S37T1Wjogging_P__S_,37,M,jogging,P,S,142.0205116,62.60214929,94.30821214,79.41836236,0.562963444,46.61398137,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S38T1Wjogging_P__M_,38,M,jogging,P,M,103.9441115,76.92087167,92.01472835,27.02323986,0.56328423,48.31598479,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S39T1Wjogging_P__T_,39,M,jogging,P,T,184.1939795,93.32160722,135.5027845,90.87237226,0.494872235,53.23997943,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S4T1Wjogging_P__S_,4,M,jogging,P,S,130.5600761,121.8926872,126.2062581,8.667388971,0.513260217,57.89625719,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S40T1Wjogging_P__S_,40,M,jogging,P,S,111.979023,95.65734142,101.9687937,16.3216816,0.420321331,46.63755881,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S41T1Wjogging_P__M_,41,M,jogging,P,M,126.9509084,116.6365667,120.5035711,10.31434172,0.502413493,55.92711567,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S42T1Wjogging_P__T_,42,M,jogging,P,T,120.6202396,61.09150952,112.269601,59.52873003,0.76826714,55.11372956,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S43T1Wjogging_P__S_,43,F,jogging,P,S,284.0662944,215.5082173,237.3646082,68.55807714,0.813204302,53.22906468,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S44T1Wjogging_P__M_,44,F,jogging,P,M,277.9531147,225.0630188,244.0340339,52.89009595,0.651362776,49.64352325,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S45T1Wjogging_P__T_,45,M,jogging,P,T,112.3818666,78.64689366,92.47268499,33.73497289,0.705183142,45.13408875,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S5T1Wjogging_P__M_,5,F,jogging,P,M,209.678647,155.9923272,186.6108792,53.68631985,0.544645633,51.35003119,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S6T1Wjogging_P__T_,6,F,jogging,P,T,207.5441559,165.9681857,177.7466217,41.57597024,0.715896965,49.13446479,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S7T1Wjogging_P__S_,7,M,jogging,P,S,140.7224954,130.1923019,134.7882444,10.53019346,0.474349383,50.39627329,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S8T1Wjogging_P__M_,8,F,jogging,P,M,284.4653789,193.8173117,214.4850014,90.64806726,0.611467837,60.44092834,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S9T1Wjogging_P__T_,9,F,jogging,P,T,265.7115244,205.9032913,220.249316,59.80823302,0.544639322,49.24626158,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S46T1Wjogging_P__S_,46,M,jogging,P,S,103.4991143,87.44370437,96.71968138,16.05540992,0.51420151,65.78517006,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S47T1Wjogging_P__M_,47,M,jogging,P,M,141.1255874,111.2669653,119.5855385,29.85862205,0.743702163,60.35081166,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S48T1Wjogging_P__T_,48,M,jogging,P,T,131.4562667,111.8190411,119.556411,19.63722567,0.457153185,58.03179548,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S49T1Wjogging_P__S_,49,M,jogging,P,S,104.1843244,90.06417368,97.54203832,14.12015067,0.747472927,49.23127221,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S56T1Wjogging_P__M_,56,M,jogging,P,M,95.80334548,70.14384328,83.92387766,25.6595022,0.500705867,55.43633338,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S57T1Wjogging_P__T_,57,M,jogging,P,T,128.1416389,99.05987523,109.3555273,29.08176367,0.662947788,66.32751047,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S58T1Wjogging_P__S_,58,M,jogging,P,S,128.1706843,108.7557098,119.4148252,19.41497451,0.420098546,59.81498328,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S59T1Wjogging_P__M_,59,M,jogging,P,M,110.4258853,100.6941463,104.012969,9.731739022,0.507835841,58.3528469,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S60T1Wjogging_P__T_,60,M,jogging,P,T,141.4359315,95.55887591,105.2961028,45.8770556,0.630949641,60.22045603,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S61T1Wjogging_P__S_,61,M,jogging,P,S,117.2336725,90.92181551,104.4574236,26.31185702,0.551415798,62.58826694,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S63T1Wjogging_P__T_,63,M,jogging,P,T,123.6746718,92.63625571,100.8335415,31.03841604,0.605619759,62.42382154,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S50T1Wjogging_P__M_,50,F,jogging,P,M,237.1194336,191.3206955,218.1396607,45.79873801,0.853837412,47.55550647,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S51T1Wjogging_P__T_,51,F,jogging,P,T,264.7254005,198.989889,213.3333946,65.73551156,0.617684333,55.08114213,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S52T1Wjogging_P__S_,52,F,jogging,P,S,295.910328,220.3639482,239.189943,75.54637975,0.793895784,52.62541034,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S53T1Wjogging_P__M_,53,F,jogging,P,M,252.5233675,163.3692695,175.117028,89.154098,0.569461154,49.84170058,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S54T1Wjogging_P__T_,54,F,jogging,P,T,262.35058,211.9817824,231.8208629,50.36879761,0.56964142,59.7021269,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S55T1Wjogging_P__S_,55,F,jogging,P,S,234.9436699,87.6850402,189.8133061,147.2586297,0.672580469,60.07165945,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S62T1Wjogging_P__M_,62,F,jogging,P,M,261.5208936,198.4656064,213.5373093,63.05528725,0.558638154,71.41995778,2,NA,Foot,2.1206,1.9868,1.14,2.57,C
S1T6Wkicking_P__M_,1,F,kicking,P,M,272.3347502,216.2005825,231.7940916,56.13416764,0.732357975,40.05524971,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S10T6Wkicking_P__M_,10,M,kicking,P,M,132.9655022,119.3493901,129.036956,13.61611206,0.446356817,39.55155601,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S11T6Wkicking_P__T_,11,M,kicking,P,T,140.76764,91.16641974,116.5520935,49.60122028,0.486138559,41.92655631,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S12T6Wkicking_P__S_,12,F,kicking,P,S,292.3654704,257.0598501,280.8499416,35.30562027,0.482571704,38.72196351,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S13T6Wkicking_P__M_,13,F,kicking,P,M,244.9759164,214.7837213,226.6771544,30.19219513,0.499107106,44.49390496,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S14T6Wkicking_P__T_,14,F,kicking,P,T,279.6918364,208.1403558,225.685621,71.55148057,0.410684504,45.38775093,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S15T6Wkicking_P__S_,15,F,kicking,P,S,255.866163,208.2151302,224.6607759,47.6510328,0.418816126,54.80383161,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S16T6Wkicking_P__M_,16,F,kicking,P,M,198.8754759,174.2945992,184.8580844,24.58087667,0.541041173,55.50347854,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S17T6Wkicking_P__T_,17,M,kicking,P,T,133.4802836,104.359372,114.8319373,29.12091155,0.518513166,57.5849621,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S18T6Wkicking_P__S_,18,F,kicking,P,S,249.4486435,175.2459889,200.178639,74.20265468,0.431233643,60.77987204,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S19T6Wkicking_P__M_,19,F,kicking,P,M,256.0902614,131.5223411,161.4480973,124.5679203,0.74804017,55.87180781,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S2T6Wkicking_P__T_,2,F,kicking,P,T,240.1674198,99.91990347,201.9249837,140.2475163,0.399628369,42.12025977,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S20T6Wkicking_P__T_,20,M,kicking,P,T,118.2709322,93.56715502,102.5835302,24.70377713,0.521868075,55.64745934,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S21T6Wkicking_P__S_,21,F,kicking,P,S,284.9443819,231.6282687,246.2121306,53.31611316,0.495060258,55.6099361,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S22T6Wkicking_P__M_,22,F,kicking,P,M,232.0467244,182.8005835,196.9469593,49.24614085,0.458136185,58.23115325,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S23T6Wkicking_P__T_,23,F,kicking,P,T,276.790087,222.3704815,240.5850662,54.41960547,0.476553469,61.19187335,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S24T6Wkicking_P__S_,24,F,kicking,P,S,264.923598,147.070567,196.377776,117.853031,0.730751512,49.97546205,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S25T6Wkicking_P__M_,25,F,kicking,P,M,240.7957165,112.2165453,209.0364476,128.5791712,0.509246164,53.23797926,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S26T6Wkicking_P__T_,26,F,kicking,P,T,290.0479624,103.8900553,191.9388084,186.1579071,0.55195387,48.20866109,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S27T6Wkicking_P__S_,27,M,kicking,P,S,147.4733562,104.9626359,119.2387606,42.51072023,0.450868458,58.14116639,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S28T6Wkicking_P__M_,28,F,kicking,P,M,276.4236846,242.494074,261.5375849,33.92961056,0.459827241,50.81152558,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S29T6Wkicking_P__T_,29,F,kicking,P,T,318.369418,196.9285609,236.1468706,121.4408571,0.508290685,55.64603599,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S3T6Wkicking_P__S_,3,F,kicking,P,S,246.2442621,216.8943517,233.6684887,29.34991035,0.619261608,39.55667059,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S30T6Wkicking_P__S_,30,F,kicking,P,S,336.9691295,208.6900116,254.8137561,128.2791179,0.43831428,55.83664597,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S31T6Wkicking_P__M_,31,M,kicking,P,M,208.4890548,87.56884423,174.7697738,120.9202106,0.388573651,59.59967913,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S32T6Wkicking_P__T_,32,F,kicking,P,T,259.7264498,214.6423576,224.5839624,45.08409219,0.480983389,51.94050837,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S33T6Wkicking_P__S_,33,F,kicking,P,S,250.3829558,180.613233,211.0055198,69.76972279,0.54617031,49.80603487,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S34T6Wkicking_P__M_,34,F,kicking,P,M,288.5946124,235.3065031,260.7435715,53.28810928,0.519851185,53.40401866,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S35T6Wkicking_P__T_,35,F,kicking,P,T,269.0583676,100.8979889,153.9232736,168.1603787,0.450199605,54.0261055,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S36T6Wkicking_P__S_,36,F,kicking,P,S,111.1864471,100.7816213,106.3112557,10.40482575,0.547706917,40.8116582,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S37T6Wkicking_P__M_,37,M,kicking,P,M,115.8453012,65.80270737,107.0672649,50.04259385,0.471474377,41.28653318,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S38T6Wkicking_P__T_,38,M,kicking,P,T,118.3978764,89.82570455,97.76817554,28.57217183,0.469284452,47.2897935,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S39T6Wkicking_P__S_,39,M,kicking,P,S,137.4305467,100.9136899,115.7444281,36.51685682,0.409575241,48.95400595,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S4T6Wkicking_P__M_,4,M,kicking,P,M,177.7020308,135.7665204,148.4909477,41.93551043,0.433542099,54.11665523,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S40T6Wkicking_P__M_,40,M,kicking,P,M,117.5805658,99.40859952,106.3818124,18.17196629,0.438515668,42.85138354,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S41T6Wkicking_P__T_,41,M,kicking,P,T,135.3678834,105.6194039,114.0952682,29.74847943,0.400370424,54.03676437,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
S42T6Wkicking_P__S_,42,M,kicking,P,S,133.6646095,111.9760637,118.3457912,21.6885458,0.653439866,50.46817371,2,0.301,Foot,2.9009,2.8069,7.63,15.59,C
